,Tweet,Sentiment
2024,"Khatoon par har kisi ka tashadud  khatam karne ke leye sirf qawanin bana dena hi kafi nahi, balke unhen behtar banana aur un par baqaidah amal dar aamad ko yaqini bana bhi zarori hai",Positive
2025,8 March ka din mehaz taqarir karne ka din nahi balke ye din duniya bhar mein khawateen ke hoqoq ki bahali ka din hai,Positive
2026,Aham baat ye bhi hai ke apne hoqoq ke hosol aur tahafuz ke leye mardon ki taraf dekhne ke bajaye khawateen ko khud bhi aik dosre ke hoqoq ka tahafuz karna ho ga,Positive
2027,Usi zamane mein behtaren mazmon lekhne par lord lanes down se tamgha hasil kiya,Positive
2028,Sir Syed ki dor andesh nigahon ne Molvi Abdul Haq mein wo sab kuch pa leya jise wo dekhna chahate the,Positive
2029,"Un ki zindagi ka baqi hissa Urdu ki farogh aur is ki tarwij ke leye makhsos raha, is leye quom ne unhen Baba e Urdu ke naam se nawaza",Positive
2030,Baba e Mlolvi Abdul Haq ne Urdu zaban ki esi khidmat injam di jis ki missal dosri zaban ki tarikh mein nahi milti,Positive
2031,Baba e Urdu Molvi Abdul Haq mahir e Lesaniyat the aur tehqiq o tanqed ke mahir bhi,Positive
2032,Unhon ne lughat aur tarikh zaban tartib de,Positive
2033,Unhon ne Karachi mein urdu College ki bunyad rakhi aur aik team bana kar is ke mansobe ko amli jama pehnate rahe,Positive
2034,Un ki khuwahish rahi ke apni zindagi mein Urdu College ki bunyad rakh den magar qudrat ko ye manzor na tha lekin aaj hum dekh rahe hain ke Urdu University qayam ho chuki hai aur apna kaam jari rakhe howe hai,Positive
2035,Tadbar koshish aur mehnat ko faraiz aur wajebat ka darja dete the,Positive
2036,"Baba e Urdu mutale, mushahide aue mukalme ke adi the",Positive
2037,Mutale ki adat un ki zindagi ka juz thi,Positive
2038,Tamam zindagi ke mushahidat ko unhon ne yak jan kiya aur quom ke mutale ke leye unhen chor deya,Positive
2039,"Akhbarat, risale aur tarikh par unki gehri nigah thi",Positive
2040,Sidq aur nigar dilchaspi se parhte the,Positive
2041,Jab parhte parhte thak jate to ehbab se parhwa kar sunte,Positive
2042,"Parhne ke bhi uqat the aur likhne ke bhi, un ki adat thi ke wo mazmon ko aik hi nashist mein pora lekhte",Positive
2043,"Anuman e taraqi e Urdu ki bunyad 1902 mein Dehli mein rakhi gai jis ke phele muhtamim e aala Molana Shibli Nomani the, jo Hyderabad mein beth kar anjuman ke intazamat dekhte the",Positive
2044,Us waqat anjuman e traqi e Urdu ke liye Molvi Abdul Haq lazim o malzom the,Positive
2045,Un ka naam Abdul Haq tha aur anjuman ka naam taraqi e Urdu,Positive
2046,Molvi sahib ne apni rkar guzari se anjuman ko Hindustan ki bawaqar anjuman bana deya,Positive
2047,Anjuman ka sab se shandar kaam qadem Dakni adab aur shura e Urdu ke tazkiron ki  ashat hai,Positive
2048,"Mukhtalif ulom ke tarajum tasanif, talifat, nisabi kutub aur angrezi Urdu lughat ki tadwene se karname hain jo tarikh aur Urdu ki kitab (books) mein hamesha jagmagate rahein ge",Positive
2049,Widya mandir scheme ke muhaz par anjuman taraqi e Urdu ki yalgharon aur fatohat ki fehrist bari tawil hai aur ye sirf aik hi mard e mujahid ka kaam hai jise hum Baba e Urdu ke naam se yad karte hain,Positive
2050,Molvi Adul Haq hama jehat shakhsiyat aur apni zatmein aik aik anjuman the,Positive
2051,Urdu ke leye apni khidmat ke sile mein unhon ne Baba e Urdu ka khitab paya,Positive
2052,"Wo aik mumtaz nasar nigar, muhaqiq, mahir e talem aur mutazim the",Positive
2053,Unhon ne nasar nigari mein sir Syed aur Hali donon ke asrat shamil keye aur un jesa hi aslob ikhteyar kiya wo Sir Syed ki tehriron se ziyadah mutasir howe  is leye unhon ne sadgi aur salasat ke bawajud Sir Syed ki tehrir ki shagutagi ko pesh e nazar rakha aur Hali jesi rokhi pheki tehrir lekhne se gurez kiya albata un ki nasar mein kush tabi aur sanjidgi ka aik haseen tawazun paya jata hai,Positive
2054,Un ki tehriron mein besakhtagi aur rawani hai,Positive
2055,Is leye kuch hazrat ke nazdek un ki tehrirein mazamin ke bajaye taqrir kehlane ki mustahiq hain,Positive
2056,Basakhtagi aur rawani ne Molvi sahib ki tehriron mein bari dilkashi aur ranai peda kar di hai,Positive
2057,Wo apni rawani tehrir mein qari ko bhi apne sath baha kar le jate hain,Positive
2058,Unhon ne bila zarorat adaq zaban aur angrezi alfaz lekhne se gurez kiya,Positive
2059,Unhon ne hindi zaban ke subuk alfaz bhi istemal kiye jin se un ki nasar mein aik ajeeb se chashni peda ho gai,Positive
2060,Un ki tehriron mein ba payan khulos paya jata hai,Positive
2061,Un ki tehrir parh kar yun mehsos hota hai ka is ke alfaz moye qalam se nahi balke dil se nikle hon,Positive
2062,Isi sachai aur khulos ne Molvi Abdul Haq ko shurat e aam aur baqa e dawam ata kiya,Positive
2063,Molvi Abdul Haq aik kamyab marqa nigar aur sawanah nawis hain,Positive
2064,Un ke tamam marqaat sachai aur ghair janibdari se ebarat hain,Positive
2065,"Unhon ne jin afrad ki sawanah tehrir ki ya un ki shakhsiyat par izhar e khayal kiya un ki serat ke tama m pheloon par seer hasil behas ki phir sab se bari baat ye hai ke aam tor par bashtar marqa nigar ke bajaye apni zaat ko numaya karna chahate hain , wo us ke aur apne zati taliqat ke hawale se ese waqeyat samne late hain jin mein un ki shakhsiyat bar bar numaya ho kar ati hai",Positive
2066,Taham Baba e Urdu ki marqa nigari is saqam se pak hai,Positive
2067,Wo apne qalm ko us ki shakhsiyat ki serat tak mehdod rakhte hain jis ka khaka tehrir kiya ja raha hai ya sawanah likhi ja rahi hai,Positive
2068,Taham agar kabhi musanif ki shakhsiyat jhalakti hai to is ka aks bara e naam hota hai jo aik chand jumlon ya aik  adha paragraph tak mehdod rehta hai,Positive
2069,Unhon ne sirf marof aur aham shakhsiyat hi par qalm nahi uthaya balke Naam Dev Mali aur Noor Khan jese aam admiyon ke khake bhi likhe kyun ke Molvi Abdul Haq k na sirf phol hi mein aan nazar nahi ati wo to kante menbhi aik shan dekh kar mutasir ho jate hain,Positive
2070,Molvi Abdul Haq ka sab se bara karnama ye hai ke unhon ne Urdu ke qadem sarmaye nazam o nasar ko daryaft karne aur is ka tahfuz karne ke silsile mein baqaidah aik tehrik chalai,Positive
2071,"Is tehrik ke natije mein Molvi sahib ki infiradi koshihson se Urdu ke naamwar qadem shura aur nasar nigaron ke nadir o nayab tazkare, qalmi kutub aur majmoi kalam dastiyab howe",Positive
2072,"Nizami ki qadem masnoiyon, Phol bin Nashati ki razm aama aur Molla Wajhi ki dastan sab ras ki daryaft Molvi sahib ki sai musalsal se hi mumkin ho saki",Positive
2073,"Molvi sahib ne qadem mehzotaat mein baqidah tehkik ki, un par tabsare kiye, unhen shaya karaya, is koshishs ki badolat bashumar mehzotaat zewar e taba se arasta ho kar ehl e  elm ke samne aye",Positive
2074,Urdu College ka qayam Molvi Abdul Haq ka aik aur azeem karnama hai,Positive
2075,"Is Coolege mein fanon, qanon, science aur tejarat ki teleem Urdu mein hi de jati hai",Positive
2076,"Is College mein MA, MSC aur LLM ki taleem bhi de jati hai jin ka zarya e taleem Urdu hai",Positive
2077,Molvi Abdul Haq ne Urdu ko Pakistan ki qaumi zanban banane ke silsile mein zabardast jid o jehad ki,Positive
2078,Unhon ne na sirf apni taqriron aur tehriron ke zarye qaumi renumaon aur hukam ko mutawajah kiya balke 1951 mein unhon ne Urdu ke haq mein aik shandar awami jaloos nikala jis ke shurka ki tadad aik lakh se zaid thi,Positive
2079,In hi koshishon ka samar ye tha ke 1956 ke dastor mein Urdu ko bahesiyat qaumi zaban ke taslim kar leya gaya,Positive
2080,"Molvi sahib ne anjuman e taraqi e Urdu ke zer e ahtemam do adad ilmi aur adbi jaraid, Urdu aur qaumi zaban bhi jari kiye",Positive
2081,"In jaraid mein anjuman ke maqasid ki tashher ke elawa mayari elmi aur adbi mazamin, shura ka mayari kalam aur elaqai zabanon ke mazamin aur afsanon ke tarajum bhi shaya kiye jate hain",Positive
2082,Molvi Abdul Haq  ne aik mustanad aur mayari angrezi Urdu lughat bhi tarteb di,Positive
2083,Unhon ne beshumar mutaradifat bhi ejad kiye,Positive
2084,Molvi Abdul Haq ki koshishon se Karachi mein anjuman e taraqi e Urdu ka aik jaded chapa khana anjuman press ke naam se qaim howa,Positive
2085,Is press ke qayam ki badolat anjuman ke leye apni kutub ki ashat mein bohat asaniyan peda ho gaein,Positive
2086,Anjuman ke apne risale Urdu aur Qaumi zaban esi press mein shaya howe,Positive
2087,Jinho ne film se apne career ka aaghaz kia aur in dino Tv ka hot star samjha jata hai,Positive
2088,Guzishta do teen salon mein in ke kuch serials be had maqbool aur kamiyab hue hain,Positive
2089,"Haal he mein Ahsan Khan se aik ittefaqiya mulaqat mein kuch batein hui, jin ka aehwal pesh e khidmat hai",Positive
2090,Film mein kaam karte hue hum pori tarha azaad hote hain aur khul kar apne jazbaat ka izhar karte hain,Positive
2091,"Main ne ab Tvko mustaqil taur par apna lia hai, yahan jitney ache roles kar raha hon, wo meri zehni taskeen ke liye kafi hain",Positive
2092,Phir muaawza bhi thek thak milta hai,Positive
2093,Is se zindagi ki garhi achi chal rahi hai,Positive
2094,Yahan bohat mutmaiyn hon,Positive
2095,Meri dua hai ke hamari films pehle ki tarha nazreen ke dilon mein apna maqam bana len,Positive
2096,Agar films mein ache roles ki offer hui to waqtan fawaqtan in mein kaam karta rahonga,Positive
2097,Main ne kae serials mein negative roles bhi play kiye hain aur in ka acha response mila,Positive
2098,Is tarha mujhe kaam karne mein maza aaega aur logon ko bhi nea pan ka aehsaas hoga,Positive
2099,Mere liye yeh bohat barha aezaaz tha ke film industry ke be misaal aur ba kamala hero ka role karon,Positive
2100,Mene itni careem chalayi hia abhi tak fit nhi hua. ????,Positive
2101,aisi videos yaar. So creative,Positive
2102,dua Karo :p,Positive
2103,Yaaaay.. hm patly ho k careem k drivers ko bataya kren gu,Positive
2104,Ab ki na koi kam wali bat,Positive
2105,ye cheezz????,Positive
2106,Samj rahi ho? ??,Positive
2107,"Yaar chorh civic waghaira , Careem hamara dost hai yaar :D :D",Positive
2108,please mjhe jitwa do ik,Positive
2109,X ly ly promo offer chal rahi hai careem ki. ??,Positive
2110,Oppo f5 nikla hai,Positive
2111,khush hu jau kal 10 chakar lagana careem mn ??,Positive
2112,Miley ga Miley ga,Positive
2113,Wah,Positive
2114,Adaaa,Positive
2115,Is per tu Pakistan zindabad banta hai bhai,Positive
2116,"Abdul wali bro nice job yar ap bhoot acha kam kr rhn hain or yaqeen mano main nay webdes k bary main jo kuch seekha pa sa he seekha bhoot umda kam kr rhy hain ap , wali bro laken mujy masla ho rha h word press k sath main website bna le h but os site jasa lay out mujy wordpress main nahi mil rha h navigation bhe ah jati h top wali but main left pa ak navigation chata hn or right pa categories jis main spose krn graphics adob photoshop then photoshop k neacha bhe koey catgory ho jis main main post dal saku plz help me rizwan.isbd@gmail.com mri id h i need help",Positive
2117,Agar Main Ghalat Bol Raha Ho To Ap Sahi Kar K Bata Den K Ye Nahi Ye Hota hai : Tab Mujhy pata chalyga k main ghalat ho ya theek,Positive
2118,"Han main bhi krta hun,, PTCL BB aaraam say hojata hai",Positive
2119,"#QUETTA: Alamdar Road Per Police Manshiyat Farosho Ke Khilaf Karwai, 1 Mulzim Gariftar 1KG Chars Baramad, 7 Heroni Gariftar.",Positive
2120,Zabardast,Positive
2121,Bohottttt Khubsurat he waqae.... Jo maza Wahan jakr dekhne mn he Wo ese nahi he.... Zindgi K Khubsurat lamhat the Wahan K.... Really missing Skd alot,Positive
2122,"Mujhay iska print bohat pasand aya, bohat nafees aur khubsurat print hai. Kurit kay sath tasweer mein dekhaya black trouser bhi add karna chaye ismein. ",Positive
2123,Ye kurti bari achi hai iska print mujhay acha laga aur pehnney mein bhi comfortable hai. Aaj kal kay mausam kay hisab sey color aur kapra dono suitable hai.,Positive
2124,"behtreen.. jesi yeh shirts yahan dikhai gai hain mjhe bilkul wohi receive hui hain. na color mein koi difference hai na hi iske material me.. aur mjhe bohat pasand ai hain, size aur fitting b accurate thi bilkul aur inki quality se main kafi khush aur mutmaeen hoon.",Positive
2125,Bohot acha tha maine yeh apni liye mangwai thi or mujhe sai lageen bus masla yeh tha ke meine medium mangwai thi laken mere paas large deliver hui laken maine rakh li phir bhi. Acha quality tha or defect bhi nahi thay bus red thora saturated tha baaki saet tha,Positive
2126,"T-shirt kaafi achi thi aur experience iss dafah kaafi acha raha hai mera aur koi bhi shikayat nahi hai iss se kyunke jaisi maine ye picture mai dekhi thi, ye bilkul waisay he thi aur mjhe fitting mai bhi bilkul sahi hai aur iska stuff bhi kaafi acha hai aur color bhi acha hai.",Positive
2127,Meine daraz.pk se or bhi products mangwaye hain kuch achay hotay hain or kuch nahi. Khair ye tshirt achi hai pehn kar achi lagti hai laken kaafi mota kapra hai garmiyon mein pehnne laiq nahi hai laken wese aap kahin pehn ke bhi chalay jao toh achi lagti hai main isay jeans par pehnta hun arms ke paas se bohot achi fitting hai iski. V neck thora stylish lagta hai or price ke hisaab se mein kahunga ke yeh achi ha.,Positive
2128,Achi tshirts thi asal mein meine apnay bachay ke liye mangwayi thi or who bhot khush hai kyunke who ek football ke players ka fan hai or who yehi pehnkar ghoomte rehta hai. Uske ilawa stuff bohot acha hai in tshirts ka toh is price mein bohot achi cheez hai yeh mein sabko recommend karna chahungi ye tshirts,Positive
2129,ahan nice janab,Positive
2130,hmmmm...... nice hai raniya aur yeh bachi kehi tum hud too nehi ho:khi:,Positive
2131,Yay mobile bhtreen hay,Positive
2132,"Black mein prime plus, puranay walay prime ki yaad dilata hai, lekin shukar hai kay features behtar hain ussay. 8MP camera ka result din aur raat dono mein bohat acha hai. Iski wifi ki speed aur behtar hai, aur phone pehlay se zyada responsive hai ",Positive
2133,"acha phone hai, heatup hota hai thora and charge slow hota hai. but over all perfect device in price range.",Positive
2134,"itna pyara phone hai yeh main iski performance se bohat mutameen hoon , dikhne mein itna acha hai aur fast b hai .. camera iska bohat hi ziada acha hai . hang bilkul nahi hota na heat up horaha hai ab tak k istemal mein, umeed karta hon agay b aise hi chalega :)",Positive
2135,Acha phone hai bettry bhi achi hai look zabardast hai,Positive
2136,"Phone tou no doubt bohat smart hai, looks mein bhee pyara aur qeemat mein bhee bohat zyada nai hai, tou aik achi choice hai kharedari ki. Is ka camera price kay hisab se bohat acha hai, light mein ya dark mein, picture quality bohat achee aatee hai, aur battery bhee lagbag aik din poora nikla letee hai. System ka istemal bhee mezay ka hai, android OS chalanay mein koi masla nai karta, lekin 1 GB ram honay ki waja se kabhi kabar mushkilat paish aatay hain. Jaisay mein social media bohat use karta hoon tou saray caches ram pe bhari parh jatay hain aur ram perform nai kartee, phone lag hona shuruh krdetee hai. Kbahi contacts mein scroll kartay waqt phone hang hojata hai aur number dial krne kay 30 seconds baad pata chalta hai kay call lag gayee hai ya nai, jab kay phone bohat lag krta hai. Lekin lagging kay elawa, budget mien yeh phone bohat acha hai, nbas mein yehee recommend karoonga kay iskay naye model mein ram ki behtari karein. 1GB ab kaun use karta hai? :P",Positive
2137,bahoot acha mobile a iss dezine bee bahoot acha a .par muje iss ke saat zong ka free data nahi mela.,Positive
2138,"ye phone bohot acha laga mujay. amaizing camera, 3GB ram and big storage. luncher kuch Khas nahi tha to ma nay Nougat launcher install kia ha to amazing look provide karta ha. Baqi phone ki look, shining and smoot surface iski alag hi pehchan ha",Positive
2139,Sorry mery last review k lye. Wo drasal iski setting main thi option. Ye mobile boht zabrdast hy. Kmal hy or original hy mjhy boht acha laga . I love you Daraz team.,Positive
2140,Ask acha phone hai is price range mein or achi market value hai it's good,Positive
2141,bus dance chk karo tm,Positive
2142,Allah qandeel ko aur hamari sari larkion ko iffat-o-paak damani se maal a maal karay... aameen.﻿,Positive
2143,Is liye nikala ke tum chor ho pakistan zinda bad pak army zinda bad isi zinda bad imran khan zinda bad go nawaz go﻿,Positive
2144,Allah sain Jannat firdous me alla maqaam day Amjad sabriii kha﻿,Positive
2145,Arey yaar itna mai life me kabhi nahi hasa !!﻿,Positive
2146,Km se km 2017 me to nahi dekh sakty ager dunia baki rahi to 2100 me shyed sudhar jayn,Positive
2147,Ya ALLAH kram kry ameen,Positive
2148,"Tm log veriat kohli ko ahmad shahzad k sath compare kr k kohli ki insult krty o. This is,not fair. Ok??,😜😜",Positive
2149,.ye sahi ha bai...gari thi ki k pani ki bottel itne aram se side kar lia,Positive
2150,Awla kaam kerdia hai agar bach gae hongy to khudi baaz ajain gaye r yaad rakhy gae k last time bund pay fire wajy thy ab nahe kerna,Positive
2151,YA ALLAH tera Shukar hai tune jo mujhe Aata kiya hai Main GUNNAGHAR ho per teri zaat Nirali Hai Hum sab per or humare jitne Saffed posh bhai behan hai in per apna Karam Farma AMEEN,Positive
2152,"Allah sb ko asi nagehaani afat se mhfooz rkhe, ameeeen!😓",Positive
2153,Ab Mola Ali a.s k naam pr yh kya naya tamasha khara ho gya hy?,Positive
2154,Kas esi public hamare desh me bhi hoti,Positive
2155,Traffic signals per ruknay sai honaiy wali aik minute ki dair humaisha ki dair saiy behtar hai,Positive
2156,Moh Amir na jasa ya match jeetwahia hai aus jo mistak ki thi shaid huma ausa maaf kar dana chaia ab,Positive
2157, Tamaam arakeen mma Jo dobara mutahid ho rahey Hain ,Positive
2158,Jitna zoor laga loo result 0 hi ho ga tum loog azmay howay jawarri hoo,Positive
